post_id,text_content,hashtags,mentions,keywords,topic_category,platform_id
8xiqiupcvllg,"Should I upgrade about Samsung's Galaxy Watch?  #Deal, #Fashion Let me know what you think!","#Deal, #Fashion",,"expensive, amazing",Marketing,1
2xxotjb9j4wc,Frustrated with my new React from Nike! Not worth the money. #NewRelease Curious about your experience too.,#NewRelease,"@RetailSupport, @TrendSetter","durable, budget, excellent, experience",Support,5
0xem50kn8eta,"Attended the Coca-Cola BlackFriday event yesterday. Worth every penny. #Health, #Limited, #Fashion Curious about your experience too.","#Health, #Limited, #Fashion",,"user-friendly, competitive, price, cheap",Delivery,4
5qmuz0c62val,Just tried the Vision Pro from Apple. Best purchase ever. #Exclusive Really interested in hearing your thoughts!,#Exclusive,@TrendSetter,"durable, quality",Delivery,3
garppv6p5ne0,"Apple PowerRelease is standard! Can't wait to see what's coming next. #Limited, #Promo, #Sustainable Really interested in hearing your thoughts!","#Limited, #Promo, #Sustainable",@RetailSupport,"innovation, experience, design",Marketing,5
y9ovq6zolnm9,"Has anyone else experienced software bugs with Adidas's Samba? Absolutely loving it.  #Health, #Innovation, #Food","#Health, #Innovation, #Food",,"poor, disappointing",Pricing,5
qgf979em89kb,"Attended the Nike BlackFriday event yesterday. Not worth the money. #ProductLaunch, #Limited Curious about your experience too.","#ProductLaunch, #Limited",,"recommendation, efficient, innovation",Delivery,1
9uzo5fuy4yr3,"Has anyone else experienced delivery delays with Toyota's RAV4? Mixed feelings about it. @CompetitorBrand #Limited, #Sale, #Reviews","#Limited, #Sale, #Reviews",@CompetitorBrand,"satisfaction, quality, performance, unique",Returns,4
8cfll9mx896c,Just saw an ad for Toyota Camry during the CyberMonday. Best purchase ever. #Discount Would love to get your feedback!,#Discount,@CompetitorBrand,"design, delivery, service, helpful",Marketing,2
irg7kef8duvx,Just unboxed my new Echo Dot from Amazon. Exceeded my expectations. Delighted #MustHave Curious about your experience too.,#MustHave,@StyleGuide,"slow, amazing",Pricing,1
32q4ifoj5p7b,My six months review of Samsung Galaxy Buds: Returning it ASAP. #Trending Curious about your experience too.,#Trending,@BrandCEO,"user-friendly, budget",Support,3
876isk7l0ldy,"Has anyone else experienced connectivity issues with Coca-Cola's Sprite? Worth every penny. @CustomerService #Discount, #Tech, #Innovation","#Discount, #Tech, #Innovation",@CustomerService,"design, unique",Marketing,3
lpuulsiqgutd,"Just tried the Tacoma from Toyota. Returning it ASAP. #Trending, #Travel Would love to get your feedback!","#Trending, #Travel",,"fast, quality",Support,5
qay9prefjfrk,"Should I upgrade about Pepsi's Pepsi Max? @RetailSupport, @BrandCEO #Fitness, #CustomerService, #Sale Curious about your experience too.","#Fitness, #CustomerService, #Sale","@RetailSupport, @BrandCEO","experience, helpful, traditional, price",Product,2
mu9wqq16w988,"Should I upgrade about Amazon's Eero WiFi? @TrendSetter, @TechHelp #Quality, #Promo Curious about your experience too.","#Quality, #Promo","@TrendSetter, @TechHelp","fast, user-friendly, recommendation, value",Pricing,4
isg9vbp49v1z,My three months review of Apple Vision Pro: Not worth the money. #Limited Really interested in hearing your thoughts!,#Limited,,"recommendation, stylish, disappointing",Pricing,5
stszlyzihooz,"Attended the Nike SustainableFuture event yesterday. Best purchase ever. #Reviews, #Tech, #Sale Really interested in hearing your thoughts!","#Reviews, #Tech, #Sale","@InfluencerName, @IndustryExpert","disappointing, fast, design, satisfaction",Pricing,5
50iazpdlyex8,"Pepsi SummerDreams is impressive! Can't wait to see what's coming next. #Lifestyle, #ProductLaunch Curious about your experience too.","#Lifestyle, #ProductLaunch","@ProductTeam, @CustomerService","quality, customer, unique",Marketing,5
ccpkex3dhmc0,Just saw an ad for Amazon Eero WiFi during the SustainableFuture. Best purchase ever. #Fitness,#Fitness,@MarketingTeam,"performance, stylish, price",Delivery,4
nqlrrztdd3km,"What's your opinion about Pepsi's Diet Pepsi?  #Discount, #Premium, #NewRelease Would love to get your feedback!","#Discount, #Premium, #NewRelease",,"innovation, design, value, poor",Marketing,5
5qm8ij7od25e,"Comparing Pepsi Crystal Pepsi to the competition. Worth every penny. #Lifestyle, #Travel, #NewRelease Let me know what you think!","#Lifestyle, #Travel, #NewRelease",,"quality, sustainable",Support,3
yybyiaqanpmh,"Just unboxed my new Zoom Pegasus from Nike. Highly recommend. Delighted #Lifestyle, #Food Would love to get your feedback!","#Lifestyle, #Food",@BrandSupport,"helpful, upgraded",Returns,5
ylu2mqbjiz2u,"Comparing Google Pixel Buds to the competition. Not bad. #CustomerService, #SpecialOffer, #Innovation Would love to get your feedback!","#CustomerService, #SpecialOffer, #Innovation","@NewsOutlet, @CelebrityName","value, delivery",Marketing,3
hnkuiwys417u,"Just tried the Gazelle from Adidas. Disappointed with the quality. #SpecialOffer, #Beauty Curious about your experience too.","#SpecialOffer, #Beauty","@BrandCEO, @TechHelp","improved, cheap",Marketing,4
rsnc3khh0qtj,"Just saw an ad for Apple Vision Pro during the CyberMonday. Absolutely loving it. #NewRelease, #CustomerService","#NewRelease, #CustomerService",@BrandSupport,"feature, excellent",Support,2
sf9hjfdrdwyl,"Has anyone else experienced connectivity issues with Samsung's Galaxy S25? Absolutely loving it. @IndustryExpert #BestValue, #SpecialOffer","#BestValue, #SpecialOffer",@IndustryExpert,"expensive, value",Support,4
4u0724rt6otb,Attended the Samsung HolidaySpecial event yesterday. Not bad. #Sustainable Really interested in hearing your thoughts!,#Sustainable,@TechHelp,"modern, responsive",Pricing,3
bzgby5tfiiha,"Attended the Coca-Cola HolidaySpecial event yesterday. Had issues with it. #Discount, #Fitness Would love to get your feedback!","#Discount, #Fitness","@InfluencerName, @RetailSupport","unique, efficient, design, budget",Delivery,2
ex5ivdbrhdx6,"Just tried the Echo Dot from Amazon. Returning it ASAP. #Travel, #Promo Let me know what you think!","#Travel, #Promo",@RetailSupport,"experience, unique",Delivery,5
6m2dp6jc1z34,"Feeling let down with my new Mac Mini from Apple! Disappointed with the quality. #MustHave, #Discount","#MustHave, #Discount",,"competitive, eco-friendly, excellent",Marketing,2
wiv9iqjl20sp,Just tried the Fire TV from Amazon. It's okay. #SpecialOffer Would love to get your feedback!,#SpecialOffer,@RetailSupport,"feature, unique, modern",Product,1
hs65mv60mdb9,Has anyone else experienced battery problems with Coca-Cola's Coke Zero? Absolutely loving it.  #Lifestyle Let me know what you think!,#Lifestyle,,"eco-friendly, service",Marketing,1
1wregyzffyps,Just unboxed my new Pepsi Wild Cherry from Pepsi. Wouldn't recommend. Feeling let down #Discount,#Discount,"@BrandCEO, @CompetitorBrand","excellent, poor, competitive, disappointing",Marketing,3
6pholaal3w2g,Comparing Google Nest Hub to the competition. Disappointed with the quality. #Sustainable Let me know what you think!,#Sustainable,@IndustryExpert,"price, performance, slow",Returns,1
fdsy1mzz1p5o,"Attended the Samsung InnovationX event yesterday. Returning it ASAP. #Tech, #Lifestyle Curious about your experience too.","#Tech, #Lifestyle",,"reliable, premium",Product,5
ri8zv8lk9ggb,Confused about with my new Coca-Cola Vanilla from Coca-Cola! Had issues with it. #Beauty Would love to get your feedback!,#Beauty,,"poor, feature, fast, stylish",Delivery,2
tap8wbzmw6sw,"My one month review of Amazon Eero WiFi: Exceeded my expectations. #Fitness, #Fashion, #Tech Really interested in hearing your thoughts!","#Fitness, #Fashion, #Tech",@CelebrityName,"poor, helpful, responsive, improved",Returns,1
bnzacssvbpue,"Just tried the Sprite from Coca-Cola. Not worth the money. #Trending, #Sustainable, #Affordable Really interested in hearing your thoughts!","#Trending, #Sustainable, #Affordable",@NewsOutlet,"amazing, expensive",Support,3
509l94oa9bw4,Nike NewYearNewYou is impressive! Can't wait to see what's coming next. #Quality Let me know what you think!,#Quality,"@InfluencerName, @RetailSupport","excellent, quality",Pricing,4
f80chrlia703,Toyota ReferralBonus is acceptable! Can't wait to see what's coming next. #NewRelease Would love to get your feedback!,#NewRelease,"@CompetitorBrand, @RetailSupport","efficient, satisfaction",Pricing,1
v5fwuy7u7xbn,Just tried the Crystal Pepsi from Pepsi. Absolutely loving it. #Sale Curious about your experience too.,#Sale,@ProductTeam,"luxury, amazing, reliable",Product,3
ywgx8n0ctcj4,"Has anyone else experienced delivery delays with Apple's iMac? Wouldn't recommend.  #Fitness, #Lifestyle, #SpecialOffer Would love to get your feedback!","#Fitness, #Lifestyle, #SpecialOffer",,"eco-friendly, expensive, durable",Product,3
nttl6wgpnkpa,Just tried the Surface Pro from Microsoft. Returning it ASAP. #Trending Let me know what you think!,#Trending,"@InfluencerName, @CelebrityName","satisfaction, feature, reliable, responsive",Support,2
y1ozl8qswoqc,Has anyone else experienced software bugs with Pepsi's Diet Pepsi? Returning it ASAP.  #Promo Let me know what you think!,#Promo,,"responsive, recommendation, eco-friendly, efficient",Delivery,2
x0ukkuscd3fr,"Super excited with my new Tundra from Toyota! Highly recommend. #Fashion, #Tech Would love to get your feedback!","#Fashion, #Tech",@ProductTeam,"slow, excellent",Marketing,3
n9fsjh6jngo2,"My two days review of Coca-Cola Diet Coke: Best purchase ever. #ProductLaunch, #BestValue, #CustomerService Would love to get your feedback!","#ProductLaunch, #BestValue, #CustomerService","@IndustryExpert, @TechHelp","luxury, experience",Product,5
nxv8zb84ghfj,Just saw an ad for Amazon Kindle during the WinterWonders. Mixed feelings about it. #Health,#Health,"@NewsOutlet, @MarketingTeam","responsive, reliable, eco-friendly, fast",Marketing,5
qb8dgpkyufoc,Has anyone else experienced connectivity issues with Microsoft's Surface Pro? Does the job.  #ProductLaunch Let me know what you think!,#ProductLaunch,,"competitive, value",Pricing,1
d03q8kg0pje9,"My six months review of Pepsi Crystal Pepsi: Had issues with it. #Fitness, #Sale Curious about your experience too.","#Fitness, #Sale",@CelebrityName,"stylish, cheap, quality, helpful",Pricing,1
1svgtkp05u8t,"Just saw an ad for Apple iMac during the HolidaySpecial. Disappointed with the quality. #BestValue, #Deal, #Trending","#BestValue, #Deal, #Trending",@IndustryExpert,"outdated, user-friendly",Returns,2
6t681drah7z1,"Has anyone else experienced delivery delays with Samsung's Neo QLED TV? Disappointed with the quality. @ProductTeam, @TechHelp #Health, #Promo, #Food","#Health, #Promo, #Food","@ProductTeam, @TechHelp","sustainable, budget, value",Product,1
syz5b5yrm3qr,"Comparing Microsoft Xbox Elite Controller to the competition. Wouldn't recommend. #Fitness, #Innovation, #Travel Would love to get your feedback!","#Fitness, #Innovation, #Travel","@CustomerService, @CelebrityName","eco-friendly, budget",Delivery,1
skrfoxbxeaa2,"Just unboxed my new Galaxy S25 from Samsung. It's okay. Delighted #Eco, #Tech Would love to get your feedback!","#Eco, #Tech",,"modern, disappointing",Marketing,2
w35zksgio9ky,"Attended the Toyota SummerDreams event yesterday. Highly recommend. #BestValue, #Quality Really interested in hearing your thoughts!","#BestValue, #Quality",,"disappointing, excellent",Marketing,5
y5qjbtr2wdhk,Just tried the Nest Hub from Google. Not worth the money. #NewRelease Curious about your experience too.,#NewRelease,"@ProductTeam, @NewsOutlet","premium, amazing, performance, price",Support,4
zj714103yx10,"Attended the Apple CustomerFirst event yesterday. Returning it ASAP. #Eco, #Tech Really interested in hearing your thoughts!","#Eco, #Tech","@BrandCEO, @StyleGuide","excellent, efficient",Support,1
g87la7t4kfjv,Thrilled with my new Galaxy Watch from Samsung! Highly recommend. #Discount Curious about your experience too.,#Discount,,"helpful, recommendation",Product,1
ma4u3jaj636n,"Thrilled with my new RAV4 from Toyota! Mixed feelings about it. #Discount, #MustHave Curious about your experience too.","#Discount, #MustHave","@BrandCEO, @ProductTeam","excellent, durable",Pricing,4
wn9ped99l3ie,"Just saw an ad for Coca-Cola Coca-Cola Cherry during the LaunchWave. As expected. #NewRelease, #Sustainable, #ProductLaunch","#NewRelease, #Sustainable, #ProductLaunch",@InfluencerName,"service, performance, sustainable, premium",Product,1
6s1pnx9h6d0z,"My one week review of Nike Air Max: Returning it ASAP. #NewRelease, #Beauty Really interested in hearing your thoughts!","#NewRelease, #Beauty","@BrandCEO, @MarketingTeam","customer, performance, fast, satisfaction",Support,2
ipog89y2sxn1,Just saw an ad for Pepsi Pepsi Wild Cherry during the LoyaltyRewards. Disappointed with the quality. #Fitness,#Fitness,@StyleGuide,"responsive, competitive, fast",Delivery,1
6vytwg81jbtj,Should I upgrade about Amazon's Echo Dot? @TechHelp #NewRelease Curious about your experience too.,#NewRelease,@TechHelp,"excellent, eco-friendly",Returns,2
lgz4nvhaqhy9,Attended the Amazon CyberMonday event yesterday. Absolutely loving it. #Promo Let me know what you think!,#Promo,"@BrandSupport, @ProductTeam","price, poor, competitive, excellent",Support,1
v95cva7jvtlt,"Comparing Microsoft Surface Pro to the competition. Returning it ASAP. #Beauty, #Eco, #Fitness Really interested in hearing your thoughts!","#Beauty, #Eco, #Fitness","@IndustryExpert, @ProductTeam","experience, unique, sustainable, improved",Marketing,2
9dpdw0smklln,How do I fix about Microsoft's Xbox Elite Controller?  #BestValue Would love to get your feedback!,#BestValue,,"competitive, improved",Support,2
9dutqsmz7dxh,Just unboxed my new Echo Dot from Amazon. Had issues with it. Super excited #TrendAlert,#TrendAlert,,"expensive, service",Product,3
da4johaejohj,"Delighted with my new Samba from Adidas! Not worth the money. #Fashion, #Deal Would love to get your feedback!","#Fashion, #Deal","@ReviewSite, @BrandSupport","premium, efficient, outdated, slow",Marketing,2
y5gv8ax7eba1,Just saw an ad for Apple iPad Air during the BackToSchool. Mixed feelings about it. #Premium,#Premium,"@IndustryExpert, @ProductTeam","delivery, feature, disappointing",Product,3
dlg0wqa9m9xk,"Amazon LocalTouchpoints is fantastic! Can't wait to see what's coming next. #Sustainable, #Exclusive Curious about your experience too.","#Sustainable, #Exclusive",,"helpful, sustainable, experience, poor",Delivery,4
vsj77vig0e9m,"Has anyone else experienced software bugs with Microsoft's Surface Duo? Exceeded my expectations. @MarketingTeam, @NewsOutlet #Tech, #Food, #Fitness","#Tech, #Food, #Fitness","@MarketingTeam, @NewsOutlet","stylish, value",Support,4
azdb8oyvk8lk,"Just unboxed my new Diet Coke from Coca-Cola. Not worth the money. Can't contain my excitement #Reviews, #Lifestyle","#Reviews, #Lifestyle",,"performance, sustainable, recommendation, design",Pricing,1
y35wukcmhmxw,My six months review of Nike FlyKnit: Had issues with it. #Lifestyle Let me know what you think!,#Lifestyle,"@CustomerService, @ProductTeam","responsive, improved, user-friendly",Support,2
lo7kkksinh9c,"Can't contain my excitement with my new Galaxy Watch from Samsung! Wouldn't recommend. #BestValue, #Travel","#BestValue, #Travel",,"poor, design, eco-friendly, stylish",Pricing,3
pxjvvh86ycdg,Just tried the FlyKnit from Nike. Not worth the money. #Quality Let me know what you think!,#Quality,"@IndustryExpert, @BrandSupport","budget, eco-friendly, fast",Support,2
